Datum,Umsatz,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6,Temp_Very_Cold,Temp_Cold,Temp_Mild,Temp_Warm,Temp_Hot,Cloud_Clear,Cloud_Partly_Cloudy,Cloud_Cloudy,Wind_Light,Wind_Moderate,Wind_Strong,Weather_Good,Weather_Light_Issues,Weather_Moderate,Weather_Severe,KielerWoche,Montag,Dienstag,Mittwoch,Donnerstag,Freitag,Samstag,Sonntag,VPI,Number_of_ships,Ship,Heimspiel,Feiertag,is_holiday,Weihnachtsmarkt,Markt,Ostertag,Silvester,wetter_sehr_schön,wetter_sehr_schlecht
2017-08-12,496.340276625854,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.695,0.0,0,0,0,1,0,0,0,0,0,1
2017-08-13,409.881574019081,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.695,2.0,1,0,0,1,0,0,0,0,0,0
2017-08-14,292.091747260976,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.695,0.0,0,0,0,1,0,0,0,0,0,0
2017-08-15,255.608134685099,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.695,0.0,0,0,0,1,0,0,0,0,0,1
2017-08-16,251.948840372397,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.695,2.0,1,0,0,1,0,0,0,0,0,0
2017-08-17,301.780605072633,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.695,1.0,1,0,0,1,0,0,0,0,0,0
2017-08-18,262.733830596957,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.695,0.0,0,0,0,1,0,0,0,0,0,0
2017-08-19,375.15503525195,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.695,2.0,1,0,0,1,0,0,0,0,0,1
2017-08-20,454.786377826213,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.695,1.0,1,1,0,1,0,0,0,0,0,0
2017-08-21,317.30654950445,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.695,1.0,1,0,0,1,0,0,0,0,0,0
2017-08-22,264.929017109264,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.695,0.0,0,0,0,1,0,0,0,0,0,0
2017-08-23,291.915768159844,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.695,1.0,1,0,0,1,0,0,0,0,0,0
2017-08-24,275.774809663247,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.695,1.0,1,0,0,1,0,0,0,0,0,0
2017-08-25,280.842590523046,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.695,0.0,0,0,0,1,0,0,0,0,0,0
2017-08-26,339.991828492121,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.695,2.0,1,0,0,1,0,0,0,0,0,0
2017-08-27,317.500175379358,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.695,0.0,0,0,0,1,0,0,0,0,0,0
2017-08-28,231.420492544675,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.695,1.0,1,0,0,1,0,0,0,0,0,0
2017-08-29,298.71183853668,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.695,1.0,1,0,0,1,0,0,0,0,1,0
2017-08-30,253.839980851605,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.695,0.0,0,0,0,1,0,0,0,0,0,0
2017-08-31,240.055669466492,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.695,0.0,0,0,0,1,0,0,0,0,0,0
2017-09-01,288.843756337643,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.712,0.0,0,0,0,1,0,0,0,0,0,0
2017-09-02,371.251226256219,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.712,0.0,0,0,0,1,0,0,0,0,0,0
2017-09-03,309.575629675294,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-04,229.034192472509,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.712,1.0,1,0,0,0,0,0,0,0,0,0
2017-09-05,271.36186156384,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-06,205.509650132181,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,1
2017-09-07,286.739307390968,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-08,328.038238971674,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,1
2017-09-09,309.96940239757,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.712,2.0,1,1,0,0,0,0,0,0,0,1
2017-09-10,325.047767160549,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.712,1.0,1,0,0,0,0,0,0,0,0,0
2017-09-11,280.517630391338,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-12,264.766259125866,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-13,257.656908373648,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.712,2.0,1,0,0,0,0,0,0,0,0,1
2017-09-14,282.042321987466,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.712,1.0,1,0,0,0,0,0,0,0,0,0
2017-09-15,281.018887596673,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-16,385.784960697173,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.712,2.0,1,0,0,0,0,0,0,0,0,0
2017-09-17,371.904519977965,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.712,0.0,0,0,0,0,0,0,0,0,0,1
2017-09-18,241.442718410661,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-19,286.987625514626,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.712,0.0,0,1,0,0,0,0,0,0,0,0
2017-09-20,279.232234751958,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.712,1.0,1,0,0,0,0,0,0,0,0,0
2017-09-21,233.781957431054,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-22,298.224387910597,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-23,309.402162505762,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.712,1.0,1,0,0,0,0,0,0,0,0,0
2017-09-24,286.951029790191,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.712,1.0,1,0,0,0,0,0,0,0,0,0
2017-09-25,209.770076292486,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-26,251.23625399,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-27,269.32389585869,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.712,1.0,1,0,0,0,0,0,0,0,0,0
2017-09-28,216.18337274071,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-29,183.336062025461,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-30,252.771674208015,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.712,1.0,1,1,0,0,0,0,0,0,0,0
2017-10-01,290.957200506203,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.678,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-02,320.747988356239,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.678,0.0,0,0,0,0,0,0,0,0,0,1
2017-10-03,284.291202178128,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.678,0.0,0,0,1,0,0,0,0,0,0,0
2017-10-04,222.932328659137,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.678,0.0,0,0,0,0,0,0,0,0,0,1
2017-10-05,157.712941182534,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.678,0.0,0,0,0,0,0,0,0,0,0,1
2017-10-06,240.141151489344,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.678,2.0,1,0,0,0,0,0,0,0,0,0
2017-10-07,203.274980317166,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.678,1.0,1,0,0,0,0,0,0,0,0,1
2017-10-08,291.121674749828,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.678,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-09,249.608625916003,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.678,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-10,226.822208607871,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.678,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-11,184.755380176755,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.678,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-12,251.400414606129,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.678,0.0,0,0,0,0,0,1,0,0,0,0
2017-10-13,228.234419368223,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.678,0.0,0,0,0,0,0,1,0,0,0,0
2017-10-14,281.010411691744,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.678,1.0,1,0,0,0,0,1,0,0,0,0
2017-10-15,291.366018115848,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.678,0.0,0,0,0,0,0,1,0,0,0,0
2017-10-16,234.501209431174,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.678,0.0,0,0,0,1,0,1,0,0,0,0
2017-10-17,243.654436807116,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-18,252.221751760971,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-19,248.139879342767,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-20,245.085584097377,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-21,283.147732419059,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.678,1.0,1,1,0,1,0,0,0,0,0,0
2017-10-22,310.598534350843,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-24,235.057967677447,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-25,237.570580195407,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-26,211.310572068957,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-27,270.124179027441,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-28,294.86190808903,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.678,0.0,0,0,0,0,0,0,0,0,0,1
2017-10-29,288.883204317746,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.678,0.0,0,0,0,0,0,0,0,0,0,1
2017-10-30,349.552126584613,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.678,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-01,225.046455806744,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-02,211.038003898981,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-03,222.547233588861,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-04,238.74868723471,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-05,238.177696155918,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.61,1.0,1,1,0,0,0,0,0,0,0,0
2017-11-06,183.512613245384,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.61,1.0,1,0,0,0,0,0,0,0,0,0
2017-11-07,209.558055324474,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.61,1.0,1,0,0,0,0,0,0,0,0,0
2017-11-08,158.471260467753,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.61,2.0,1,0,0,0,0,0,0,0,0,0
2017-11-09,186.82204280255,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-10,195.151969083118,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,1
2017-11-11,180.222256933744,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-12,251.919049828483,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-13,190.681809391916,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-14,178.661803492764,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-15,206.279762470308,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-16,171.727290113674,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-17,192.143281265743,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-18,195.853648840263,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.61,0.0,0,0,0,0,0,0,0,0,0,1
2017-11-19,290.527837190715,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-20,158.330039317857,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-21,164.080416153047,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,1
2017-11-22,181.432932775224,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-23,163.133572693129,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-24,190.085144215812,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-25,173.387868915418,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.61,0.0,0,1,0,0,0,0,0,0,0,0
2017-11-26,223.727809609641,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-27,200.072289929706,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.61,0.0,0,0,0,0,1,0,0,0,0,1
2017-11-28,183.812795854092,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.61,0.0,0,0,0,0,1,0,0,0,0,1
2017-11-29,187.807886915041,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.61,0.0,0,0,0,0,1,0,0,0,0,1
2017-11-30,215.347994961026,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.61,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-01,205.146848262433,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-02,213.255598532005,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.695,0.0,0,1,0,0,1,0,0,0,0,0
2017-12-03,251.201023955334,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-04,167.07305419771,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-05,165.220390196023,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.695,1.0,1,0,0,0,1,0,0,0,0,0
2017-12-06,189.869482426349,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-07,193.736855216235,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.695,1.0,1,0,0,0,1,0,0,0,0,1
2017-12-08,195.006756092183,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.695,4.0,1,0,0,0,1,0,0,0,0,1
2017-12-09,213.992875770387,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-10,230.009052923776,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-11,162.390126292779,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,1
2017-12-12,171.789515630901,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-13,162.960520031848,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,1
2017-12-14,215.233289739844,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-15,206.324236158375,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-16,233.884316697174,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-17,277.174647131406,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-18,134.405698196815,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-19,149.475430361226,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-20,157.72174313434,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-21,178.949150168941,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.695,0.0,0,0,0,1,1,0,0,0,0,0
2017-12-22,169.148699883427,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.695,0.0,0,0,0,1,1,0,0,0,0,0
2017-12-23,190.505322033484,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.695,0.0,0,0,0,1,1,0,0,0,0,0
2017-12-24,199.910108801589,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.695,0.0,0,0,0,1,0,0,0,0,0,0
2017-12-27,220.052505331711,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.695,0.0,0,0,0,1,0,0,0,0,0,0
2017-12-28,266.290326838145,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.695,0.0,0,0,0,1,0,0,0,0,0,0
2017-12-29,285.850859014997,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.695,0.0,0,0,0,1,0,0,0,0,0,0
